class,comment_sentence,labels,types
RTLineDecorationExample,translate to 400 @ 0,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,@ rtdraggable.,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,edges ordered new collection.,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,edges add rtroarrowedline new head rtflindiamond ashead color color black width 2 fastening point rtrectangleattachpoint new offset 15 edges from b1 to b2 .,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,edges add rtdecoratedline new color color blue width 2 attachment point rtrectangleattachpoint new offset 15 edges from b1 to b2 .,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,edges add rtdecoratedline new color color diamondhead color green width 2 attachment point rtrectangleattachpoint new offset 15 edges from b1 to b2 .,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,the edges add rtdecoratedline new founddiamondhead emptycircletail color color red width 2 fastening point rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,v rtview new,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,add b1,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,add b2,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,add all edges.,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,the edges make each update.,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,V.,[0 1 0 0 0 0 0],fr
RTLinePathBuilder,an interpolator a way to create lines in svg,[0 0 1 0 0 0 0],fr
RTLinkView,i allows to export multiple views,[0 0 1 0 0 0 0],fr
RTLinkView,"for example, if in your rtview view, you have elements that have visualizalizations you can use it to explore it in a web browser",[0 1 0 0 0 0 0],fr
RTLinkView,rtlinkview works with rthtml5export and,[0 0 0 1 0 0 1],fr
RTPlatformPopup,I'm a basic class to have the popup platform instead of the pink rtpopup popup,[0 0 0 0 1 0 0],fr
RTPopupTest,popup object,[0 0 0 0 0 1 0],fr
RTPopupTest,display object,[0 0 0 0 0 1 0],fr
RTPopupTest,popup,[0 0 0 0 0 1 0],fr
RTPopupTest,view,[0 0 0 0 0 1 0],fr
RTRectangleAttachPoint,continuous fixing point which assumes that the two forms are not rotary rectangles,[0 0 1 0 0 0 0],fr
RTRectangleAttachPoint,V rtview new.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,e1 rtbox new size 50 elementon 1.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,e2 rtellipse new size 50 elementon 2.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,v add e1 add e2.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,e2 translated by 30 @ 60.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,e1 @ rtdraggable.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,e2 @ rtdraggable.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,s rtarrowedline new color black.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,s attachpoint rtrectangleattachpoint new.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,l edge of e1 to e2.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,v add l.,[0 1 0 0 0 0 0],fr
RTRectangleAttachPoint,V.,[0 1 0 0 0 0 0],fr
RTResizeCanceled,I'm fired when the resizing operation is cancelled all over the world for the whole view.,[0 0 1 0 0 0 0],fr
RTResizeCanceled,Dcrexizable,[0 0 0 0 0 0 1],fr
RTRotatedLabel,a narrow label describes the rotating labels.,[0 0 1 0 0 0 0],fr
RTRotatedLabel,v form es,[0 1 0 0 0 0 0],fr
RTRotatedLabel,V rtview new.,[0 1 0 0 0 0 0],fr
RTRotatedLabel,"form rtrotatedlabel new text c class, c name angleindegree c c numberofmethods 360 .",[0 1 0 0 0 0 0],fr
RTRotatedLabel,es shape elementson collection with all subclasses.,[0 1 0 0 0 0 0],fr
RTRotatedLabel,v addall es.,[0 1 0 0 0 0 0],fr
RTRotatedLabel,v opened,[0 1 0 0 0 0 0],fr
RTScale,a class to have nice scales checks the subclasses,[0 0 0 0 1 0 0],fr
RTScrollBarBuilder,"more than a dredgable view, it allows to keep a mark on your position in the view and it scale for large views.",[0 0 1 0 0 0 0],fr
RTScrollBarBuilder,"it can be static, mobile, using #isstatic or #ismovable",[0 0 0 0 0 1 0],fr
RTScrollBarBuilder,"the default configuration is #isbasic and #isstatic,",[0 0 0 0 0 1 0],fr
RTScrollBarBuilder,"The bar can have a specificity like #scalable, so it gives an idea of the size of the view.",[0 0 0 0 0 1 0],fr
RTScrollBarBuilder,width to adjust a static width size.,[0 0 0 0 0 1 0],fr
RTSmoothLayoutTranslator,move object,[0 0 0 0 0 1 0],fr
RTSmoothLayoutTranslator,Move,[0 0 0 0 0 1 0],fr
RTSmoothLayoutTranslator,nbcycles,[0 0 0 0 0 1 0],fr
RTSunburstBuilder,"I am a class to create visualizations on the rings, the center is the root of the tree and the arches are the sub-trees.",[0 0 1 0 1 0 0],fr
RTSunburstBuilder,"you can customize the angle of the arc, and play with the radius and width of each arc.",[0 0 1 0 0 0 0],fr
RTSunburstBuilderExamples,code,[0 1 0 0 0 0 0],fr
RTSunburstBuilderExamples,b rtsunburstbuilder new.,[0 1 0 0 0 0 0],fr
RTSunburstBuilderExamples,b form colorelement el el model subclasses is empty sitrue color purple contrast color lightgray .,[0 1 0 0 0 0 0],fr
RTSunburstBuilderExamples,b view @ rtdraggableview.,[0 1 0 0 0 0 0],fr
RTSunburstBuilderExamples,^ b view,[0 1 0 0 0 0 0],fr
RTSVGAbstractLine,a rtsvgabstractline refers to the common interface for regular svg lines and bezier lines as paths.,[0 0 0 0 1 0 0],fr
RTSVGAbstractLine,the decoration refers to the manufacturer of the line.,[0 0 0 0 1 0 0],fr
RTSVGPopup,a rtsvgpopup is any type of popup born of a certain element.,[0 0 0 0 1 0 0],fr
RTSVGPopup,the click refers to the ability to activate the popup only when the item is clicked.,[0 0 1 0 0 0 0],fr
RTSVGVisitor2Test,I am a simple test class for rtsvgvisitor2,[0 0 0 1 1 0 0],fr
RTTextWord,a word rttext represents a word of an original text.,[0 0 0 0 1 1 0],fr
RTTextWord,interval,[0 0 0 0 0 1 0],fr
RTTextWord,text string text,[0 0 0 0 0 1 0],fr
RTTextWord,interval,[0 0 0 0 0 1 0],fr
RTTextWord,word interval in the original text,[0 0 0 0 0 1 0],fr
RTTextWord,text,[0 0 0 0 0 1 0],fr
RTTimelineSetTest,a rttimelinesettest is a test class to test the behavior of rttimelineset,[0 0 1 1 1 0 1],fr
RTTreeMapExampleTODELETE,rttreemap examples,[0 0 0 1 1 0 0],fr
RTVerticalMultipleData,rtverticalmultipledata represents a group of data points located vertically.,[0 0 0 0 1 0 1],fr
RTVerticalMultipleData,each group has the same x value.,[1 0 0 0 0 0 0],fr
RTVerticalMultipleData,negative data are not allowed.,[1 0 0 0 0 0 0],fr
RTVerticalMultipleData,b rtgrapher new.,[0 1 0 0 0 0 0],fr
RTVerticalMultipleData,d points # # hello 1 2 1 # world 2 4 2 # hello 3 5 4 # hello 3 5 4 # hello 3 5 4 .,[0 1 0 0 0 0 0],fr
RTVerticalMultipleData,d addmetric #3rd.,[0 1 0 0 0 0 0],fr
RTVerticalMultipleData,d barchartwithbartitle #first rotation 30.,[0 1 0 0 0 0 0],fr
RTVerticalMultipleData,the collection of classes with all the inverse subclasses sorted as #number of firstmethods 10.,[0 1 0 0 0 0 0],fr
RTVerticalMultipleData,b rtgrapher new.,[0 1 0 0 0 0 0],fr
RTVerticalMultipleData,d points classes.,[0 1 0 0 0 0 0],fr
RTVerticalMultipleData,d additional number of lines of code.,[0 1 0 0 0 0 0],fr
RTVerticalMultipleData,d additional number of methods.,[0 1 0 0 0 0 0],fr
RTVerticalMultipleData,d barchartwithbartitle #name rotation 30.,[0 1 0 0 0 0 0],fr
RTWeightedCircleLayout,rtweightedcirclelayout is a circle layout that gives larger elements more space and less space to smaller elements.,[0 0 1 0 1 0 0],fr
RTWeightedCircleLayout,V rtview new.,[0 1 0 0 0 0 0],fr
RTWeightedCircleLayout,elements rtellipse new size 5 color color red size vv vv 4 elements out of 1 to 15 .,[0 1 0 0 0 0 0],fr
RTWeightedCircleLayout,v add all elements.,[0 1 0 0 0 0 0],fr
RTWeightedCircleLayout,rtweightedcirclelayout on the elements.,[0 1 0 0 0 0 0],fr
RTWeightedCircleLayout,V.,[0 1 0 0 0 0 0],fr
TROSMShape,Point-shaped tiles dictionary,[0 0 0 0 0 1 0],fr
TROSMShape,position,[0 0 0 0 0 1 0],fr
TROSMShape,Limitations of shape,[0 0 0 0 0 1 0],fr
TROSMShape,the scale of the shape,[0 0 0 0 0 1 0],fr
TROSMShape,zoom,[0 0 0 0 0 1 0],fr
TROSMShape,principle,[1 0 0 0 0 0 0],fr
TROSMShape,Space around the 40075016686 l 360,[1 0 0 0 0 0 0],fr
TROSMShape,Remember the working limit for the lat lon is 8505113,[1 0 0 0 0 0 0],fr
TROSMShape,"depending on the size of rtview and the settings of the canvas, get the right osm tiles and display them.",[1 0 0 0 0 1 0],fr
TROSMShape,algorithm,[1 0 0 0 0 0 0],fr
TROSMShape,"from the camera, get the zoom and offset level.",[1 0 0 0 0 1 0],fr
TROSMShape,calculate the zoom level osm with the zoom value of the camera.,[1 0 0 0 0 1 0],fr
TROSMShape,make the rest zoom in a transformation inside the trommshape.,[1 0 0 0 0 1 0],fr
TROSMShape,"take the corners of the delimitation box, get lat long, get x and y tiles based on the previous zoom level.",[1 0 0 0 0 1 0],fr
TROSMShape,display each tile.,[1 0 0 0 0 0 0],fr
TROSMShape,hide every tile.,[1 0 0 0 0 0 0],fr
TROSMShape,"when displaying, check if the tile exists.",[1 0 0 0 0 0 0],fr
TROSMShape,Remove the tile if it is not used in the display.,[1 0 0 0 0 0 0],fr
JQLoad,load html from a remote file and inject it into the dom.,[0 0 1 0 0 0 0],fr
WABulkReapingCache,I am a cache that harvests all the elements at once instead of gradually.,[0 0 0 0 1 0 0],fr
WABulkReapingCache,I am intended to be used in gemstones instead of wahashcache.,[0 0 0 1 0 0 1],fr
WABulkReapingCache,a background process should send me #reap.,[0 0 0 0 0 0 1],fr
WACancelButtonTag,creates a quote cancellation button.,[0 0 1 0 0 0 0],fr
WAComboResponse,wacomboresponse is a combination of a buffered response and a streaming response.,[0 0 0 0 1 0 0],fr
WAComboResponse,"If the streaming is desired, the answer can be rinsed by sending it the #flush message.",[0 0 1 0 0 0 0],fr
WAComboResponse,"For example, a search results page may use something like",[0 1 0 0 0 0 0],fr
WAComboResponse,makeconcententon acanvas,[0 1 0 0 0 0 0],fr
WAComboResponse,make the search page,[0 1 0 0 0 0 0],fr
WAComboResponse,The acanvas faint.,[0 1 0 0 0 0 0],fr
WAComboResponse,The acanvas faint.,[0 1 0 0 0 0 0],fr
WAComboResponse,flush after each search result,[0 1 0 0 0 0 0],fr
WAComboResponse,"Once a response has been rinsed, header changes are no longer possible and will raise an exception of waillegalstate.",[0 0 0 0 0 0 1],fr
WAComboResponse,"Server adapters must be aware that an engaged response must be closed, once completed.",[0 0 0 0 0 0 1],fr
WAComboResponse,an uncommitted response should be treated as usual by the server adapter.,[0 0 0 0 0 0 1],fr
WACookie,I'm basically a pair of key value chains.,[0 0 0 0 1 0 0],fr
WACookie,http://www^mnot.net blog 2006 10 27 cookie fun,[1 0 0 0 0 0 0],fr
WACookie,net landscape spec,[1 0 0 0 0 0 0],fr
WACookie,http cgi^netscape.com newsref std cookie spec^html,[1 0 0 0 0 0 0],fr
WACookie,Specification of cookies,[1 0 0 0 0 0 0],fr
WACookie,http tools^ietf.org html rfc2109,[1 0 0 0 0 0 0],fr
WACookie,cookie 2 spec,[1 0 0 0 0 0 0],fr
WACookie,https tools^ietf.org html rfc6265,[1 0 0 0 0 0 0],fr
WACookie,http only,[1 0 0 0 0 0 0],fr
WACookie,http msdn2^microsoft.com en us library ms533046^aspx,[1 0 0 0 0 0 0],fr
WACookie,https bugzilla^mozilla.org show bug^cgi?id 178993,[1 0 0 0 0 0 0],fr
WACookie,compared to Warequestcookie i represents the information that is sent to the user agent.,[0 0 0 0 1 0 1],fr
WADatalistTag,datalist as well as a new list attribute for input is used to make comboboxes,[0 1 1 0 0 0 0],fr
WADatalistTag,entry list browsers,[0 1 0 0 0 0 0],fr
WADatalistTag,datalist id browsers,[0 1 0 0 0 0 0],fr
WADatalistTag,value of the safari option,[0 1 0 0 0 0 0],fr
WADatalistTag,value of the Internet Explorer option,[0 1 0 0 0 0 0],fr
WADatalistTag,opera value option,[0 1 0 0 0 0 0],fr
WADatalistTag,value of the firefox option,[0 1 0 0 0 0 0],fr
WADatalistTag,data list,[0 1 0 0 0 0 0],fr
WADelayedAnswerDecoration,wadelayedanswerdecoration adds a delay in the display of a component.,[0 0 1 0 0 0 0],fr
WADevelopment,a wadedevelopment is a collection of convenience methods to treat the development of the sea in the squeak.,[0 0 1 0 1 0 0],fr
WADynamicVariable,I exist for inheritance purposes.,[0 0 1 0 0 0 0],fr
WAEncoder,i code everything written to myself using #nextput and #nextputall on the wrapped stream.,[0 0 1 0 0 1 0],fr
WAErrorHandler,capture errors and warnings and provides two methods to deal with each type of exception,[0 0 1 0 0 0 1],fr
WAErrorHandler,"If either method is not implemented, the default implementation calls #handledefault , which can be used to provide a common behavior for both types of exception.",[1 0 0 0 0 0 0],fr
WAExpiringCache,I'm the abstract base class for caches that delete entries.,[0 0 0 0 1 0 0],fr
WAExpiringCache,maximum integer,[0 0 0 0 0 1 0],fr
WAExpiringCache,maximum size,[0 0 0 0 0 1 0],fr
WAExpiringCache,"where this limit is reached, the overflow action shall be carried out.",[0 0 0 0 0 1 0],fr
WAExpiringCache,0 for no maximum size.,[0 0 0 0 0 1 0],fr
WAExpiringCache,after so many seconds of inactivity a session is considered to have expired.,[0 0 0 0 0 1 0],fr
WAExpiringCache,0 without limit.,[0 0 0 0 0 1 0],fr
WAExpiringCache,"After so many seconds after its creation, a session is considered to have expired no matter when it was last consulted.",[0 0 0 0 0 1 0],fr
WAExpiringCache,0 without limit.,[0 0 0 0 0 1 0],fr
WAExpiringCache,only count when the maximum size is greater than 0.,[0 0 0 0 0 1 0],fr
WAExpiringCache,Possible values,[0 0 0 0 0 1 0],fr
WAExpiringCache,#removerelativeoldis delete the entry that has not been accessed for the longest time,[0 0 0 0 0 1 0],fr
WAExpiringCache,#removeabsoluteoldest delete the entry that was created the longest,[0 0 0 0 0 1 0],fr
WAExpiringCache,#signal error signal wamaximumnumberofsessionssexceederror,[0 0 0 0 0 1 0],fr
WAFormCharEncodingFromHandlerTest,i test that the manager encoding is taken if a manager is present but a codec is missing.,[0 0 1 0 0 0 0],fr
WAFormDecoration,The buttons in the var must be set.,[0 0 0 0 0 1 0],fr
WAFormDecoration,"for each string symbol in the buttons in the var, the decorated component must implement a method of the same name, which is called when the button is selected.",[0 0 0 0 0 1 0],fr
WAFormDecoration,collection of string buttons or symbols,[0 0 0 0 0 1 0],fr
WAFormDecoration,"list of strings or symbols, each string symbol is the capitalized first letter label for a button and the name of the callback method on the component when the button is pressed,",[0 0 0 0 0 1 0],fr
WAFormTag,the shape element acts as a container for input elements and buttons.,[0 0 1 0 0 0 1],fr
WAFormTag,order of assessment,[1 0 0 0 0 0 0],fr
WAFormTag,the input fields callbacks will be evaluated in the order,[1 0 0 0 0 0 0],fr
WAFormTag,appear in the xhtml.,[1 0 0 0 0 0 0],fr
WAFormTag,"Buttons will always be evaluated last, no matter what",[1 0 0 0 0 0 0],fr
WAFormTag,where they are positioned.,[1 0 0 0 0 0 0],fr
WAIframeTag,the iframe element allows authors to insert a frame into a block of text.,[0 0 1 0 0 0 0],fr
WAIframeTag,"Inserting an online frame in a text section is a bit like inserting an object via the object element that they both allow you to insert an html document in the middle of another, they can both be aligned with the surrounding text, etc.",[0 1 0 0 0 0 0],fr
WAIframeTag,the information to be inserted online is designated by the src attribute of that element.,[1 0 0 0 0 0 0],fr
WAImageButtonTag,the value of the src attribute specifies the uri of the image that will decorate the button.,[0 0 1 0 0 0 0],fr
WAImageStatus,a waimagestatus displays information about the current image of smalltalk.,[0 0 1 0 0 0 0],fr
WAInspector,"Platforms should implement their own subclasses, specifying the behaviour of all methods not implemented.",[0 0 1 0 0 0 0],fr
WAInvisibleSessionTrackingStrategy,"For document managers, query fields are used.",[0 0 0 0 0 0 1],fr
WALabelledFormDialog,walabeledformdialog is an abstract class to generate html forms.,[0 0 0 0 1 0 0],fr
WALabelledFormDialog,seen a walabeledformdialog data model displays a label and input field for each instance interest variable.,[0 1 1 0 0 1 0],fr
WALabelledFormDialog,The data provided by the user shall be placed in the data model.,[0 1 1 0 0 1 0],fr
WALabelledFormDialog,"Subclasses must implement labelforselector , model and line methods.",[0 0 0 0 0 1 0],fr
WALabelledFormDialog,the model method simply returns the object we want to fill the fields with the date.,[0 1 0 0 0 1 0],fr
WALabelledFormDialog,the line method returns a collection of symbols.,[0 1 0 0 0 1 0],fr
WALabelledFormDialog,the symbol is used to generate access methods for the data in the model.,[0 1 0 0 0 1 0],fr
WALabelledFormDialog,a standard text entry field is used for each data line.,[0 0 1 0 0 0 0],fr
WALabelledFormDialog,to use other html widgets to input a datum implement the renderxxxon method where xxx is the line symbol.,[0 0 1 0 0 0 0],fr
WALabelledFormDialog,see renderuname in the example below.,[0 0 1 0 0 0 0],fr
WALabelledFormDialog,the default form has a button ok .,[1 1 0 0 0 1 0],fr
WALabelledFormDialog,replace the button method to change the text or number of buttons submitted on the form.,[1 1 0 0 0 1 0],fr
WALabelledFormDialog,replace the default method to indicate which button is the default value.,[1 0 0 0 0 0 0],fr
WALabelledFormDialog,"For each button in the form, the subclass needs a method with the same name as the button, which is called when the user clicks on this button.",[1 0 0 0 0 0 0],fr
WALabelledFormDialog,See the example below.,[1 0 0 0 0 0 0],fr
WALabelledFormDialog,Labelformdialogsubclass example of walabeledformdialog instance methods,[0 1 0 0 0 0 0],fr
WALabelledFormDialog,initialize,[0 1 0 0 0 0 0],fr
WALabelledFormDialog,contact is an inst var,[0 1 0 0 0 0 0],fr
WALabelledFormDialog,renderunameon html,[0 1 0 0 0 0 0],fr
WALabelledFormDialog,show how to specify special entries instead of using a simple text field.,[0 1 0 0 0 0 0],fr
WALabelledFormDialog,html select,[0 1 0 0 0 0 0],fr
WALabelledFormDialog,list # pet roger,[0 1 0 0 0 0 0],fr
WALabelledFormDialog,Selected roger,[0 1 0 0 0 0 0],fr
WALabelledFormDialog,callback v contact name v,[0 1 0 0 0 0 0],fr
WALabelledFormDialog,"the contact class used above has the name of the instance variables, the telephone number with the standard methods geter and setter",[0 0 0 0 0 1 0],fr
WAListAttribute,walistattribute is an attribute that is limited to a list of values.,[0 0 0 0 1 0 0],fr
WAMemoryInput,a wamemoryinput is a dialog box that allows the user to enter a quantity of memory.,[0 0 1 0 1 0 0],fr
WAMemoryInput,It's an internal seaside class.,[0 0 0 0 1 0 0],fr
WAMemoryToolPlugin,i displays the memory usage tool.,[0 0 1 0 0 0 0],fr
WAObjectTag,defines an integrated object.,[0 0 0 0 1 0 0],fr
WAOptionGroupTag,the optgroup element allows authors to logically group choices.,[0 0 1 0 0 0 0],fr
WAOptionGroupTag,This is particularly useful when the user has to choose from a long list of related choice groups options are easier to enter and remember than a single long list of options.,[0 0 1 0 0 0 0],fr
WAPainterVisitor,an implementation of the visitor model for painters' subclasses.,[0 0 1 0 1 0 1],fr
WAPath,wapath represents a path navigation string for a web page and displays standard strings xxx yyy zzz .,[0 0 1 0 1 0 0],fr
WAPath,"wapath maintains a stack of associations, one for each location or page in the path.",[0 0 1 0 0 0 1],fr
